商家名称,服务类目,主营范围,详细地址,服务区域,联系方式,品牌故事,图片地址
玫瑰花匠（解放路店）,鲜花,,罗湖区解放路1034号,深圳市,18819429698,,https://p0.meituan.net/440.0/dpmerchantalbum/410e3638bd537e30d1c9734a7add01dc748833.jpg
半夏花开（太阳广场店）,鲜花,,罗湖区解放路2004号太阳广场,深圳市,0755-23894129,,https://p0.meituan.net/440.0/dpmerchantalbum/f70f9ca02e503db138ca00278ef0f87d1853566.jpg
花有缘鲜花（乐园路店）,鲜花,,罗湖区乐园路76-1号,深圳市,13430548966,,https://p1.meituan.net/440.0/dpmerchantalbum/f9991cd67b5bb3fff960064887edfbd7346556.jpg
简爱花语鲜花店（东门店）,鲜花,,罗湖区深南东路2008-2号,深圳市,18098961230,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
AILI爱里鲜花,鲜花,,罗湖区深南东路振华大厦二楼（振华大厦，老街，远东医院）,深圳市,0755-82793090,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
花千金鲜花（罗湖店）,鲜花,,罗湖区解放路2034号铺,深圳市,15810836627,,https://p1.meituan.net/440.0/dpmerchantalbum/97044b401d0194ebf97ef2755a0a4e33230694.jpg
玫瑰誓言Rose vows（东门店）,鲜花,,罗湖区解放路2003号,深圳市,400-921-9592,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
七彩鲜花店（罗湖店）,鲜花,,罗湖区深南东路2001号鸿昌广场一楼,深圳市,13662645626,,https://p1.meituan.net/440.0/mogu/0ecf4173dde3c2c472c0cf81a4d36266155680.jpg
梵园花艺,鲜花,,罗湖区中兴路21号（中兴路29号大院沿街商铺）,深圳市,13828780383,,https://p0.meituan.net/440.0/dpmerchantalbum/dbfcf7e0adfcf7feb523f512cdaa3c732958219.jpg
心雨鲜花（罗湖店）,鲜花,,罗湖区解放路太阳百货楼下（老街地铁站）,深圳市,18318817516/13480177725,,https://p0.meituan.net/440.0/merchantpic/625c49c8a7e7e5b28d0e16709dac3595319127.jpg
澜馨花语（乐华店）,鲜花,,罗湖区深南东路2017号华乐大厦28楼,深圳市,0755-22900681,,https://p0.meituan.net/440.0/deal/1338d48490b9ef74478aa9730dd59084139971.jpg
鲜花高端工作室（罗湖2店）,鲜花,,罗湖区深南东路3016号银都大厦1201室,深圳市,13620920456,,https://p1.meituan.net/440.0/dpmerchantalbum/8f9cc4c78e959a8b82f8c4faf71363a64048947.jpg
玫瑰之约（野兽派鲜花店）,鲜花,,罗湖区解放路1088号,深圳市,0755-27048293/15712005221,,https://p1.meituan.net/440.0/deal/e6e4d72b9188e1973b5eb077d6a170ec245491.jpg
小时光鲜花连锁（天使花坊）,鲜花,,罗湖区立新路1078号（东门地铁站500米）,深圳市,13164768943,,https://p1.meituan.net/440.0/deal/53dcd436d357e8d1d81b774faf09bf39139962.jpg
情语鲜花（罗湖店）,鲜花,,罗湖区深南东路3022号百货广场1楼,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
檀薇初品鲜花（老街店）,鲜花,,罗湖区解放路永新街59号综合楼首层1-4之05商铺 距老街站约55米,深圳市,0755-36518383/13686441206,,https://p0.meituan.net/440.0/deal/59a5e9303de772d0a1953144b46b2abd113901.jpg
倾心FLORA（罗湖店）,鲜花,,罗湖区建设路3018号东门1234space底商,深圳市,18565722028,,https://p0.meituan.net/440.0/merchantpic/55b70581e4f7ccd854ea50fc54533af3432091.jpg
绿韵花艺鲜花店（乐园路店）,鲜花,,罗湖区东门街道乐园路122号,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
大行花开（湖贝路店）,鲜花,,罗湖区湖贝路1001号,深圳市,0755-23462482,,https://p0.meituan.net/440.0/deal/208716f29b8bb85d2beea84afe0b1fe8313343.jpg
兰景丽园鲜花（罗湖店）,鲜花,,罗湖区爱国路1001号万科俊园酒店,深圳市,4000430370,,https://p1.meituan.net/440.0/dpdeal/93c2d266072bea9fcc31cc36c67cbe8347716.jpg
小清新花艺（深南东路店）,鲜花,,罗湖区深南东路3033号,深圳市,15002080165,,https://p0.meituan.net/440.0/dpdeal/1fa0955fe239a3cfced4564d559097d792361.jpg
花晗flower（罗湖店）,鲜花,,罗湖区爱国路1001号（万科俊园大厦东南侧）,深圳市,18823862732,,https://p0.meituan.net/440.0/dpmerchantalbum/49a17ad010814497dfbb22a7af1df6a2201881.jpg
丽石鲜花（丽石鲜花多美佳店）,鲜花,,罗湖区湖贝路2216-10号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
锦祺花芬鲜花（南方店）,鲜花,,罗湖区深南东路2002号南方联合酒店首楼,深圳市,18566752163,,https://p1.meituan.net/440.0/dpmerchantalbum/5c4b09f1b1426fe0a9449bf1f36f35a984415.jpg
朵朵花艺鲜花店,鲜花,,罗湖区新园路97号（精武馆旁）,深圳市,13632981135,,https://p0.meituan.net/440.0/dpmerchantalbum/915c86b663c53e968fc42ff2ae8354d190878.jpg
亦心花艺（老街店）,鲜花,,罗湖区永新街57-14号斜对面,深圳市,4009659520,,https://p0.meituan.net/440.0/mogu/ba681d432002b0be6bd344550ea59b1e165710.jpg
花町花艺店,鲜花,,罗湖区东门中路缤纷时代家园B栋,深圳市,15989538274/15815572897,,https://p0.meituan.net/440.0/deal/e59ea7d5a6219aacdd6325a487f52b2f710432.jpg
爱恋鲜花（罗湖太阳雨花坊）,鲜花,,罗湖区新园路88号,深圳市,18671555079,,https://p1.meituan.net/440.0/dpdeal/3e1f99bc2914cf12ccd6e0387fd76a3d100449.jpg
花冠鲜花（贝儿花店）,鲜花,,罗湖区东门中路2047号茂业百货-2F,深圳市,13640920827,,https://p0.meituan.net/440.0/deal/7d48c526720b4e3f069e4663ae5ff3e4188213.jpg
千姿花店（坪山葵涌锦意花店）,鲜花,,罗湖区坪山街道立新路18号,深圳市,400-088-8775,,https://p1.meituan.net/440.0/deal/ea258ed6d43b6f0b6923f2a52972aa9f436536.jpg
七月恋人,鲜花,,罗湖区东门中路2047号东门茂业百货2楼(近东门步行街),深圳市,18923481498,,https://p0.meituan.net/440.0/deal/c92abac5ac8c19ca20515f8da7ffd379410147.jpg
思丽卡花艺（东门店）,鲜花,,罗湖区解放路1008号（靠近东门老街）,深圳市,0755-25326149/13632794653,,https://p0.meituan.net/440.0/deal/6054d4826e653e6856f968db4e2e9760314084.jpg
澜馨花语（金城店）,鲜花,,"罗湖区东门南路3034,金城大厦4座1号铺(下通道西南出口)",深圳市,0755-22900709,,https://p0.meituan.net/440.0/deal/07b8d783bf25546423c51ca337e3247442105.jpg
今喜花屿（黑妹花卉）,鲜花,,罗湖区湖贝路1001号,深圳市,13164768943,,https://p1.meituan.net/440.0/deal/866d848e070dfe57d7071780d2249a1f83271.jpg
澜馨花语（东门荟店）,鲜花,,罗湖区东门中路东门荟地铁商铺2123-16,深圳市,0755-22900711,,https://p0.meituan.net/440.0/deal/6985d090422daf719726ec2ea6ca14db195616.jpg
澜馨花语（京鹏店）,鲜花,,罗湖区深南东路2008号京鹏大厦一楼,深圳市,0755-22900661,,https://p0.meituan.net/440.0/deal/6985d090422daf719726ec2ea6ca14db195616.jpg
澜馨花语（南方店）,鲜花,,罗湖区深南东路2002号南方联合酒店首楼,深圳市,0755-22900697,,https://p0.meituan.net/440.0/deal/0535bbba74b2c142718ccd3bbae098fe212216.jpg
美尚美鲜花（连发花店）,鲜花,,罗湖区翠竹街道玉兰坊102号（桐林客栈对面）,深圳市,18025462616,,https://p1.meituan.net/440.0/dpdeal/3243df074bdf685794367230d9ee22f4118871.jpg
澜馨花语（永新店）,鲜花,,罗湖区东门永新商务大厦1033号商铺,深圳市,0755-22900712,,https://p1.meituan.net/440.0/deal/32b64f47c0f5d2bc7c6e0fab3f18d6b8318996.jpg
丽石鲜花（金佰利店）,鲜花,,罗湖区人民北路2139-19，世濠大厦60号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
爱恋鲜花（野兽派花店）,鲜花,,罗湖区解放路1088号,深圳市,0755-27048293,,https://p0.meituan.net/440.0/dpdeal/ccba4a1a767cc4981139f70ba5e714aa83100.jpg
檀薇初品鲜花（新园店）,鲜花,,罗湖区新园路5号大院东升广场A13号铺（距老街站约120米）,深圳市,13686441206/18566771060,,https://p0.meituan.net/440.0/deal/cd2b04f9f7bfa06bae8374c3e4ce9a6e100662.jpg
丽石鲜花（友谊店）,鲜花,,罗湖区桂园路109-1号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
今喜花屿（罗湖店）,鲜花,,罗湖区深南东路2001号鸿昌广场,深圳市,18565668943,,https://p0.meituan.net/440.0/dpdeal/55f4ef0073efc426f70a32edad0abc6d1732118.jpg
幽香阁花艺（罗湖店）,鲜花,,罗湖区宝安南路3075号北京大厦底商,深圳市,17603059047,,https://p0.meituan.net/440.0/dpmerchantalbum/e58f2c047a14d24675452c688427b15d80254.jpg
小清新花艺（红桂路店）,鲜花,,罗湖区红桂路1060号红桂大厦,深圳市,15002080165,,https://p0.meituan.net/440.0/deal/14e0ff78d97fa4b6bb00fe4bff4d23d747742.jpg
澜馨花语（松园店）,鲜花,,"罗湖区松园路鸿翔花园1118,1119号商铺",深圳市,0755-22900689,,https://p0.meituan.net/440.0/deal/1338d48490b9ef74478aa9730dd59084139971.jpg
田园花语（红桂店）,鲜花,,罗湖区红桂路1060号红桂大厦,深圳市,0755-82774400/18098980567,,https://p0.meituan.net/440.0/deal/f0e7fabadd4f65c702e075d8301ddbb4317069.jpg
大行花开（红桂路店）,鲜花,,罗湖区红桂路风格名苑后面清庆新村24栋104室,深圳市,400-092-5186,,https://p0.meituan.net/440.0/dpdeal/e4b5c3c214514cfb59a9bf187f07c767172509.jpg
两生花花坊（川人花店）,鲜花,,罗湖区路2089号,深圳市,400-827-7726,,https://p0.meituan.net/440.0/deal/ecdbaea11da5f607f849cfab2da2a7a134533.jpg
檀薇初品鲜花（松园店）,鲜花,,罗湖区松园路鸿翔花园1118-1119号商铺（红岭站北行615米）,深圳市,0755-36518383/13686441206,,https://p1.meituan.net/440.0/deal/66ec70da81ca1097ab4db24b4eaf978d372758.jpg
兰景丽园鲜花,鲜花,,罗湖区松园路68号鸿翔花园家乐福,深圳市,400-043-0370,,https://p1.meituan.net/440.0/poi/dc22c5b17614c389edcda6afb1794fea83968.jpg
澜馨花语（华凯店）,鲜花,,罗湖区笋岗路2121号华凯大厦一楼,深圳市,0755-22900658,,https://p1.meituan.net/440.0/deal/0667f3c0bc8c4ddf7b330c5bb117db2a105863.jpg
思丽卡鲜花（北街店）,鲜花,,罗湖区松园北街68号,深圳市,0755-25326149/13632794653,,https://p0.meituan.net/440.0/poi/98dc05c16416378f80696419d5a3508a104448.jpg
贝特猫鲜花店（火车站店）,鲜花,,罗湖区沿河南路火车站罗湖海关出口罗湖商业城（罗湖地铁站）,深圳市,400-168-1957,,https://p1.meituan.net/440.0/poi/eae267606d23ef81f2bd55d08ac7f54f155648.jpg
今喜花屿（恋上花艺）,鲜花,,罗湖区春风路金色都会大厦1楼8号铺距湖贝站约440米,深圳市,13164768943,,https://p0.meituan.net/440.0/deal/088b3750c11a96ce1a3c7c7d6b4d9027242485.jpg
澜馨花语（鸿丰店）,鲜花,,罗湖区春风路3011号鸿丰大酒店5楼（庐山酒店旁边）,深圳市,0755-22900704,,https://p0.meituan.net/440.0/deal/6985d090422daf719726ec2ea6ca14db195616.jpg
丽石鲜花（俊沿河店）,鲜花,,罗湖区沿河南路1050-3号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
牡丹鲜花旗舰店（牡丹鲜花130店）,鲜花,,罗湖区人民南路1068-26号,深圳市,400-033-9596,,https://p1.meituan.net/440.0/deal/050477faebb785b4a8e3124f314e6611465369.jpg
澜馨花语（瑞丰店）,鲜花,,罗湖区沿河南路1181号瑞丰大厦1楼(江背路与沿河南路交界),深圳市,0755-22900678,,https://p0.meituan.net/440.0/deal/6985d090422daf719726ec2ea6ca14db195616.jpg
丽石鲜花（莲东店）,鲜花,,罗湖区渔民村路107号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
丽石鲜花（易隆发店）,鲜花,,罗湖区和平路1073号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
花点时间花艺（罗湖万象城店）,鲜花,,罗湖区宝安南路万象城4楼,深圳市,0755-83210365,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
花点心思花艺（万象城店）,鲜花,,罗湖区宝安南路万象城购物广场4楼,深圳市,0755-88605075,,https://p0.meituan.net/440.0/dpmerchantalbum/d6fd493d5371008fc3a3aa753e13d92385331.jpg
东奇花艺（万象店）,鲜花,,罗湖区金华街1-1号（近万象城，平乐骨科医院，罗湖书城）,深圳市,0755-25896692/13823676323,,https://p1.meituan.net/440.0/merchantpic/1ed5b088df9857c7ba54cb24fa71a8c559700.jpg
益辉鲜花坊（罗湖店）,鲜花,,罗湖区嘉宾路4028号（太平洋商贸大厦底商）,深圳市,19807554871,,https://p0.meituan.net/440.0/dpmerchantalbum/d0f371431ce3119ddc08dfe3d88ecc4a3548909.jpg
梦丽鲜花（罗湖店）,鲜花,,罗湖区蔡屋围万象街,深圳市,13602577225,,https://p0.meituan.net/440.0/merchantpic/ebda4d0f502b12eef80980b5d8af6b5163250.jpg
桃夭花艺（万象店）,鲜花,,罗湖区万象街都市名园后面蔡屋围新第九坊（近地王大厦，华润万象城，KKmall）,深圳市,400-056-5113/13560762178,,https://p0.meituan.net/440.0/dpmerchantalbum/a892a26835c73651c05551d37494b30d5520276.jpg
逸琪鲜花（国贸店）,鲜花,,罗湖区沿河东路宝安南路1050号,深圳市,0755-82735094/17722844466,,https://p1.meituan.net/440.0/dpmerchantalbum/20d5d329a753fa5deb872e5460b4af23451653.jpg
简爱花语鲜花店（国贸店）,鲜花,,罗湖区宝安南路1046号,深圳市,18098961230,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
Rose花语鲜花（罗湖店）,鲜花,,罗湖区宝安南路1881号,深圳市,13527756554,,https://p0.meituan.net/440.0/dpmerchantalbum/82942fedd354bded19179b8f457cbe67525704.jpg
澜馨花语（和平店）,鲜花,,罗湖区和平路金田大厦1楼（地铁国贸站E出口往前150米）,深圳市,0755-22900659,,https://p0.meituan.net/440.0/deal/09740208788700b796526e4306de7f93478542.jpg
恋人鲜花（711店）,鲜花,,罗湖区书城路27-31号都市名园综合楼首层,深圳市,82641900/13923859422,,https://p0.meituan.net/440.0/deal/c92abac5ac8c19ca20515f8da7ffd379410147.jpg
天上人间花店（罗湖店）,鲜花,,罗湖区罗湖宝安南路1054号湖北宝丰大厦首层（东门老衔，京基100，国贸，蔡屋围，火车站）,深圳市,0755-83402832/13684989801,,https://p1.meituan.net/440.0/merchantpic/6b56d94208948459de44c76328a76ca678064.jpg
花晗flower（地王店）,鲜花,,罗湖区和平路2049号和平大厦,深圳市,18823862732,,https://p0.meituan.net/440.0/dpmerchantalbum/49a17ad010814497dfbb22a7af1df6a2201881.jpg
锦祺花芬鲜花（万象二店）,鲜花,,罗湖区万象城二期B座1楼哈根达斯附近,深圳市,18566752163,,https://p1.meituan.net/440.0/dpmerchantalbum/1aed6136cd32d405492580fa3a872d2a295152.jpg
时光花艺（罗湖店）,鲜花,,罗湖区宝安南路1881号,深圳市,14715874358,,https://p0.meituan.net/440.0/dpmerchantalbum/3155d60bc9d64fd43b9f1098ea0c544e67259.jpg
Secret Garden圣诞礼物 神秘园水果蛋糕花艺,鲜花,,罗湖区嘉宾路城市天地C栋（万象城对面）,深圳市,13827452411,,https://p1.meituan.net/440.0/dpmerchantalbum/50a3e351a4d0144658cf553e458bb7982467949.jpg
LOVE KIND花艺珠宝,鲜花,,罗湖区深南东路鼎丰大厦1802号（万象城对面，摩登克斯酒店同一栋）,深圳市,18823888607,,https://p0.meituan.net/440.0/dpmerchantalbum/1360a4689a746d65c4b8e9f78e70dcff7430075.jpg
我的后花园（罗湖店）,鲜花,,罗湖区嘉宾路与万象街交汇处122号,深圳市,15875500103,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
檀薇初品鲜花（金融中心店）,鲜花,,罗湖区深南东路4003号世界金融中心b座B-1楼,深圳市,13686441206/18566771060,,https://p0.meituan.net/440.0/deal/da22425be552721536be896ce24b77ec374012.jpg
今喜花屿（东门店）,鲜花,,罗湖区南湖街道嘉宾路金威大厦1006号,深圳市,13164768943,,https://p0.meituan.net/440.0/deal/f3962299ae353ba33a2a5f1fe47eb606124648.jpg
田园花语（深南店）,鲜花,,罗湖区和平路爵士大厦1楼,深圳市,0755-82774400/18098980567,,https://p1.meituan.net/440.0/deal/42dfa6e072c6dc3f6dcaf6f4e8e57545374783.jpg
丽石鲜花（天福店）,鲜花,,罗湖区蔡屋围新八坊21-3号,深圳市,400-690-7520,,https://p0.meituan.net/440.0/deal/cd4809e8b19794612f2fd1726a275130261281.jpg
悦喜庆花篮鲜花品牌（大剧院店）,鲜花,,罗湖区深南东路5033号金山大厦888室（大剧院地铁站F出口旁，近深圳书城）,深圳市,18923447979,,https://p1.meituan.net/440.0/dpmerchantalbum/76b06d3f291da0bc8a3dc191cccf064a86667.jpg
兰景丽园鲜花,鲜花,,罗湖区嘉宾路太平洋商贸大厦,深圳市,4000430370,,https://p0.meituan.net/440.0/dpdeal/026d2ec5d83d2eb7120d944464ff1159576836.png
天马座花艺（地王大厦店）,鲜花,,罗湖区深南东路5033号,深圳市,400-865-8182,,https://p1.meituan.net/440.0/deal/9114c404cece9f705327f58c810a3cf197261.jpg
贝特猫鲜花店（书城广场店）,鲜花,,罗湖区深南东路书城广场步行街商铺03,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/bd79fbcc254999af190eff320cb57543108733.jpg
亦心花艺（蔡屋围店）,鲜花,,罗湖区金塘街22号,深圳市,400-965-9520,,https://p0.meituan.net/440.0/dpdeal/6062739e49804d02a83882b226f1bcaf73366.jpg
太阳雨花坊,鲜花,,罗湖区嘉宾路4051号金威大厦,深圳市,13418629580/13410665213,,https://p0.meituan.net/440.0/deal/5940a4f464ce8a6f4f8adfcf95ff78f8228188.jpg
花悦flower（罗湖店）,鲜花,,罗湖区宝安南路1881号万象城附近,深圳市,15818669479,,https://p0.meituan.net/440.0/merchantpic/e730326d41887cad6894f1a39c98f62c938564.jpg
石屋花宴,鲜花,,罗湖区嘉宾路城市天地广场D座1912室（地王、万象城、国贸、东门、罗湖关）,深圳市,0755-82329581/13632587876,,https://p1.meituan.net/440.0/dpmerchantalbum/6bd87d4ea0b2744bb90700a052162f7c138811.jpg
澜馨花语（万象城店）,鲜花,,罗湖区嘉宾路4055号（金威大厦底商，轩雅阁酒店公寓旁边）,深圳市,0755-22900676,,https://p0.meituan.net/440.0/deal/0535bbba74b2c142718ccd3bbae098fe212216.jpg
第五季花艺（都市名园店）,鲜花,,罗湖区蔡屋围书城路都市名园1楼33号（近华润万象城）,深圳市,0755-82641900/82483899/13316449617,,https://p1.meituan.net/440.0/dpmerchantalbum/83a7146e9d1bdea50c0d0e0578d9ef7b72425.jpg
玫瑰誓言Rose vows（万象城店）,鲜花,,罗湖区宝安南路1881号万象城三楼,深圳市,400-921-9592,,https://p0.meituan.net/440.0/ugcpic/9604b9c54ed7cae610b39a34b36dce41801628.png
田园花语（宝安南路店）,鲜花,,罗湖区宝安南路（桂圆小学对面）,深圳市,0755-82774400/18098980567,,https://p1.meituan.net/440.0/deal/42dfa6e072c6dc3f6dcaf6f4e8e57545374783.jpg
澜馨花语（爵士店）,鲜花,,罗湖区嘉宾路20号爵士大厦天玓商场1楼,深圳市,0755-22900658,,https://p0.meituan.net/440.0/deal/6985d090422daf719726ec2ea6ca14db195616.jpg
澜馨花语（金融中心店）,鲜花,,罗湖区深南东路4003号世界金融中心b座1楼,深圳市,0755-22900669,,https://p1.meituan.net/440.0/deal/2510d2e9af41d841107ad0c8c835394077414.jpg
锦祺花芬鲜花（金融中心店）,鲜花,,罗湖区深南东路4003号世界金融中心b座B-1楼,深圳市,18566752163,,https://p1.meituan.net/440.0/dpmerchantalbum/5c4b09f1b1426fe0a9449bf1f36f35a984415.jpg
