开锁,福田区,全部
泰笛洗衣店（创业路店）,南山区创业路与文心二路交叉口,13145966521,https://p0.meituan.net/440.0/joymerchant/8150323449138765984-49038362-1544512033590.jpg
墨色奢侈品养护（蛇口店）,南山区科苑南路三湘海尚东门停车场入口左边商铺C012-C016,0755-86525150,https://p0.meituan.net/440.0/joymerchant/bc8b34aec7bbec42be3d92692fe536ca-1146504251.jpg
衣卫士干洗（南山区6店）,南山区27号路西丽火车站凯安储运14号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
閃衣clean干洗专家（南山中心店）,南山区中心路恒裕滨城135号商铺（兴业银行）,15999647841,https://vfile.meituan.net/440.0/joymerchant/9028738449459356283-26627179-1528297461829.jpg
快洗到家家电清洗（南山店）,南山区天河路塘头四坊五号,18693529162/18818582365,https://p1.meituan.net/440.0/merchantpic/8823f758533b5b63ac846b9dea604ca2130775.jpg
姿净洗衣（留仙大道北店）,南山区西丽南国丽城（留仙大道北）,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16-1256124586.jpg
专业改衣天鹅湖干洗,南山区南新路3030号欢乐颂购物中心3楼3F301（近地铁桃园站）,15814676171,https://p0.meituan.net/440.0/merchantpic/2126e6db132fcde2523b20232d263540167529.jpg
奈斯皇后（来福士广场店）,南山区南海大道与创业路交汇处来福士广场B1-K14,13699780934,https://p0.meituan.net/440.0/joymerchant/-569882698116991421-30295345-1542642204570.jpg
轻松到家洗护（深大店）,南山区学府路北厚德品园商铺裙楼首层,400-811-0428,https://p1.meituan.net/440.0/joymerchant/4e4bd83b4dceccbde1f7dc80ca41d2d3-1893124885.jpg
明匠·奢侈品养护,南山区深圳南山区海德三道海岸大厦西座2006A,13544061981,https://p0.meituan.net/440.0/joymerchant/-8469324155293678220-50785542-1545288446571.jpg
深圳市一缘干洗服务有限公司,南山区中心路恒裕滨城一期134号商铺,18123666561,https://p1.meituan.net/440.0/joymerchant/04d7b486a6b3104bbc7474ed818a3f6b-214036583.jpg
唯匠·奢侈品养护（南山店）,南山区中心路天虹商场总部君尚3019星巴克旁,13686812821,https://vfile.meituan.net/440.0/joymerchant/1394525377702744893-29259359-1530444041546.jpg
易改衣eTailor全国连锁（南山京基百纳店）,南山区白石路168号京基百纳广场B1-44,18267888730,https://p0.meituan.net/440.0/joymerchant/7186928495563114736-3611131-1543989757136.jpg
Secret Cui高端私人定制,南山区中心路曦湾华府C0304（中国银行曦湾支行）,13520855777/13972066666,https://p0.meituan.net/440.0/merchantpic/94334edcf339c32aa630d0cc35f8afb7732651.jpg
姿净洗衣（富诚大厦店）,南山区高新南一道3号,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16-650146713.jpg
姿净洗衣（碧海云天店）,南山区白石路68号,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--972788210.jpg
姿净洗衣（京基百纳广场店）,南山区白石路168号（南山京基百纳广场）,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--136603491.jpg
姿净洗衣（名家富居店）,南山区正风路16号,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--1659482321.jpg
姿净洗衣（后海雅园店）,南山区后海招商东路休闲公园（后海雅园）,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16-869795652.jpg
姿净洗衣（海怡东方花园店）,南山区高新南十道3（海怡东方花园）,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16-697062532.jpg
姿净洗衣（海鹏路西店）,南山区绿海湾海鹏路,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--1142664978.jpg
姿净洗衣（海月华庭店）,南山区海月路28（海月华庭）,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--236711537.jpg
姿净洗衣（中信店）,南山区中信海阔天空雅居底商,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--1549559104.jpg
姿净洗衣（新浩城花园店）,南山区深南大道9001号,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--589682809.jpg
衣卫士干洗（南山区2店）,南山区蛇口后海大道1021-1号银沙大厦1层,0755-36654811,https://p0.meituan.net/440.0/joymerchant/-3099026708598542730-1693663-1500444924734.jpg
衣卫士干洗（南山区1店）,南山区临海大道88号,0755-36654811,https://p0.meituan.net/440.0/joymerchant/-3099026708598542730-1693663-1500444924734.jpg
衣卫士干洗（南山区5店）,南山区南山大道2017号中兴之家2栋102-103商铺（南航公司公交站附近）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（新塘街店）,南山区白石洲新塘街22号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
快洗到家家电清洗（蛇口店）,南山区南光路南苑新村58号,18818582365,https://p0.meituan.net/440.0/merchantpic/d45844dbbdb8e441e0257e2315ccd4e6129222.jpg
衣卫士干洗（学苑大道店）,南山区桃源街道塘朗学苑大道1011号田寮大厦首层,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
唯匠·奢侈品养护（华侨城店）,南山区香山中街1-11号波托菲诺会所大堂（丹桂轩旁）,13827450903,https://p0.meituan.net/440.0/joymerchant/6079134042906632657-29259359-1538368008896.jpg
衣卫士干洗（南山区3店）,南山区西丽留仙大道2162号嘉兴苑,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（南山区4店）,南山区南光路13号中兴工业城9栋102,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
墨色奢侈品养护,南山区华侨城波托菲诺纯水岸4期R栋,400-656-3988,https://p0.meituan.net/440.0/joymerchant/92eb15501f857b1d8a6578aa4c6702bf--1004536006.jpg
服饰鞋包,盐田区,全部
无尘高端干洗,盐田区盐田君临海域一期B106（精茂城）,0755-25169757/15815569789,https://p1.meituan.net/440.0/mogu/727f5a336db3815b570094c08980dcf030020.jpg
改衣世家（盐田区店）,盐田区深盐路与海山路交汇处壹海城B1层,null,https://p0.meituan.net/440.0/dpdeal/fa1c8e7c741003f752e77f01ff592e43112855.jpg
服饰鞋包,宝安区,全部
快洗到家家电清洗（西乡店）,宝安区龙珠路23号（龙珠花园底商）,400-076-0882/15819406810,https://p1.meituan.net/440.0/merchantpic/8823f758533b5b63ac846b9dea604ca2130775.jpg
閃衣clean干洗专家（宝安中心店）,宝安区金兰路龙光·天悦龙庭A119号商铺,15999629863,https://vfile.meituan.net/440.0/joymerchant/3451407694119939075-26627179-1528297428391.jpg
衣卫士干洗（宝安区2店）,宝安区西乡街道庄边工业区32栋1楼A115右侧铺面,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
奈斯皇后（时代城店）,宝安区海城路201号时代城4楼F418,0755-85242965,https://p1.meituan.net/440.0/joymerchant/-7772150211158266434-30295345-1508721132716.png
唯匠·奢侈品养护（宝安店）,宝安区创业二路中洲购物中心二楼B区（中央公寓）,13686465956,https://vfile.meituan.net/440.0/joymerchant/-896542921179630370-29259359-1533129670449.jpg
姿净洗衣（聚福园小区店）,宝安区立新路58号,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16-324778839.jpg
上海正宗干洗,宝安区裕安一路金茗阁旁,0755-27844562,https://p1.meituan.net/440.0/joymerchant/-5780618023048022622-40545577-1545028550528.jpg
各洗GOKSAI洗护中心,宝安区海秀路熙龙湾一期5栋119号铺,0755-85284575,https://p0.meituan.net/440.0/joymerchant/-3421041578136907129-44297702-1542765053631.jpg
姿净洗衣（宝利豪庭店）,宝安区松岗街道办楼岗大道1号,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--1808207767.jpg
姿净洗衣（宝安体育馆店）,宝安区裕安一路84区,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--866501158.jpg
快洗到家家电清洗（福永沙井店）,宝安区凤塘大道塘尾15区三巷1号101,15819406810,https://p0.meituan.net/440.0/merchantpic/3db01cdc001a74d7228741656857567b127844.jpg
衣卫士干洗（宝安大道店）,宝安区西乡宝安大道4016号雍啟商务大厦A栋1楼,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（宝安区店）,宝安区西乡固戍固兴路与航城大道交汇处佳运通大厦A座1楼,0755-36654811,https://p0.meituan.net/440.0/joymerchant/-3099026708598542730-1693663-1500444924734.jpg
衣卫士干洗（宝安大道二店）,宝安区沙井街道宝安大道鸿荣源禧园3栋,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（汇庭居店）,宝安区西乡三围村汇庭居1-3号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（立岗北路店）,宝安区沙井镇中亚硅谷立岗北路7号汇丰工业区对面,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（石岩街道店）,宝安区石岩街道北环路与西山路口交叉处（恒都集团对面）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（大洋路店）,宝安区福永大洋路148号（广生医院对面100米）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（洲石路二店）,宝安区洲石路570号富源教育城公交站旁华昌工业园1栋,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（西乡大道店）,宝安区宝源新村西乡大道341号国汇通商务大厦一楼01-02铺,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（福永镇店）,宝安区福永镇怀德翠岗三区9栋,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（东方大道店）,宝安区松岗镇东方大道23号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（楼村社区店）,宝安区公明镇楼村社区19巷21号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（天宝路店）,宝安区石岩天宝路2号23-24铺,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（天福路店）,宝安区福永新和村天福路华丽工业园A1号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
奈斯皇后（海雅缤纷城店）,宝安区建安一路99号海雅缤纷城2楼L239,0755-23595797,https://p0.meituan.net/440.0/joymerchant/-6458661180893925284-30295345-1510195756848.png
衣卫士干洗（和沙路店）,宝安区福永镇塘尾社区和沙路9号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（金达花园店）,宝安区后瑞凯成一路金达花园118-119号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（西环大道店）,宝安区公明镇根竹园社区西环大道3185号南光高速桥底泰和百货正对面,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
服饰鞋包,龙岗区,全部
UCC国际洗衣（坂田诺德店）,龙岗区坂田街道永香路诺德公馆一期1-108（坂田国际中心对面）,13316936278,https://p1.meituan.net/440.0/merchantpic/a9f5b91d253a3879ce9a0fa90d6f3fd5140343.jpg
快洗到家家电清洗（龙岗店）,龙岗区爱联嶂背大道69号（联城广场对面）,13421845110,https://p0.meituan.net/440.0/merchantpic/d45844dbbdb8e441e0257e2315ccd4e6129222.jpg
衣卫士干洗（深峰路店）,龙岗区横岗镇深坑社区深峰路4号楼108-109,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
威特斯国际洗衣（万象汇店）,龙岗区布吉街道翔鸽路2号万象汇负一楼B131,18923889529,https://p1.meituan.net/440.0/merchantpic/96844d2bf26a03c4f1475e1deba8773b314297.jpg
家电好师傅,龙岗区布澜路31号中国联保总部（李朗国际珠宝园A1栋4楼）,0755-33025858,https://p0.meituan.net/440.0/mogu/9da2421311cd89723cdf85d63450151742766.jpg
姿净洗衣（龙东店）,龙岗区平湖街道龙东路347号,400-834-0089,https://p1.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--2079079215.jpg
UCC国际洗衣,龙岗区深汕路中骏四季阳光一期8栋106铺,14743433045/15019447204,https://p0.meituan.net/440.0/merchantpic/223f0893adcfeb96568904068d1ef56c82996.jpg
泰笛洗衣店（坂田）,龙岗区坂雪岗大道3012号,13631816059,https://p1.meituan.net/440.0/joymerchant/-7817869273826592546-49038362-1545200702429.jpg
高文洗衣宝极速干洗&自助洗,龙岗区康乐路天颂雅苑,0755-28265825/18927456638,https://p0.meituan.net/440.0/merchantpic/b59764161ea65461a978baad384e6593138826.jpg
阿里巴巴奢侈品皮具维修护理（星河WORLD.COCOPark店）,龙岗区五和大道坂田星河cocopark商场负一楼B1S-028,0755-28688874/13656500666,https://p1.meituan.net/440.0/merchantpic/94889e93c1771313701a8bf933cf82534935351.jpg
姿净洗衣（横岗店）,龙岗区横岗志健时代广场,400-834-0089,https://p0.meituan.net/440.0/joymerchant/950be00cfe19eb38b3f95cff764b0c16--280280108.jpg
衣卫士干洗（南湾街道店）,龙岗区南湾街道布沙路南岭创新产业园B栋108号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（龙岗区3店）,龙岗区坂田街道吉华路519号（天安花园智民酒店旁）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（丰田路店）,龙岗区新生村丰田路135号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（大和店）,龙岗区观澜镇大和工业区34号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（龙岗区2店）,龙岗区吉祥中路吉祥来花园1栋D07（龙岗候机楼隔壁商铺）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
泰笛洗衣店（冲之大道店）,龙岗区冲之大道11号岗头新围仔11号楼首层,13631816059,https://p0.meituan.net/440.0/joymerchant/-2548836094168195977-49038362-1545200745451.jpg
衣卫士干洗（广达路店）,龙岗区横岗镇广达路42号101,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（富康路店）,龙岗区平湖镇富康路8号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（宝丽路店）,龙岗区布吉宝丽路108号创业园,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（沙荷路店）,龙岗区横岗沙荷路上下围新村17号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（塘坑路店）,龙岗区横岗塘坑路46号,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（龙城大道店）,龙岗区龙城大道7号（巡警大队南150米/泰林商务酒店对面）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（龙岗区店）,龙岗区龙岗街道新生社区新生路4号（丽湾酒店对面）,0755-36654811,https://p0.meituan.net/440.0/joymerchant/-3099026708598542730-1693663-1500444924734.jpg
衣卫士干洗（坂田街道店）,龙岗区坂田街道岗头风门坳科技园2号（禾坪岗工业园门口）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
衣卫士干洗（坪辉路店）,龙岗区坪山坪辉路一号（高思特工业区对面）,0755-36654811,https://p1.meituan.net/440.0/mogu/c479d42548708ae75741674747bbce5066195.jpg
