订单ID,团长ID,订单日期,订单金额,参团人数,商品分类,团长返现金额
321514038,100922,2018/1/25,993,1,生鲜-水产,50.65
321514039,100649,2018/1/25,841,9,零食-饮料,51.05
321514040,100745,2018/1/25,864,11,家用-个人护理,54.2
321514041,100532,2018/1/25,803,4,零食-方便食品,44.15
321514042,100773,2018/1/25,383,9,生鲜-禽肉,28.15
321514043,100745,2018/1/25,982,10,生鲜-水产,59.1
321514044,101001,2018/1/25,1359,5,家用-日化用品,72.95
321514045,100666,2018/1/25,1293,4,零食-坚果,68.65
321514046,100382,2018/1/25,432,8,零食-坚果,29.6
321514047,100400,2018/1/25,970,16,生鲜-禽肉,64.5
321514048,100956,2018/1/25,884,9,零食-方便食品,53.2
321514049,100439,2018/1/25,573,10,零食-膨化食品,38.65
321514050,100380,2018/1/25,943,13,生鲜-蔬菜,60.15
321514051,100550,2018/1/25,1096,15,零食-饮料,69.8
321514052,100687,2018/1/25,775,11,家用-清洁用品,49.75
321514053,100693,2018/1/25,1233,5,生鲜-禽肉,66.65
321514054,100358,2018/1/26,1079,11,生鲜-禽肉,64.95
321514055,100605,2018/1/26,852,18,零食-方便食品,60.6
321514056,100944,2018/1/26,597,8,生鲜-水果,37.85
321514057,100661,2018/1/26,664,10,生鲜-蔬菜,43.2
321514058,100950,2018/1/26,1321,10,生鲜-水产,76.05
321514059,100617,2018/1/26,1130,1,零食-膨化食品,57.5
321514060,100574,2018/1/26,1463,3,家用-日化用品,76.15
321514061,100442,2018/1/26,1166,11,生鲜-蔬菜,69.3
321514062,100673,2018/1/26,1291,7,零食-方便食品,71.55
321514063,100793,2018/1/26,1001,9,生鲜-水产,59.05
321514064,100740,2018/1/26,1550,6,生鲜-水果,83.5
321514065,100740,2018/1/26,1125,5,零食-方便食品,61.25
321514066,101001,2018/1/26,372,5,家用-个人护理,23.6
321514067,100595,2018/1/26,619,13,生鲜-水产,43.95
321514068,100865,2018/1/26,693,7,零食-膨化食品,41.65
321514069,100446,2018/1/26,817,7,生鲜-水产,47.85
321514070,100856,2018/1/26,1165,9,生鲜-水果,67.25
321514071,100423,2018/1/26,1669,1,家用-日化用品,84.45
321514072,100647,2018/1/26,262,10,零食-膨化食品,23.1
321514073,100975,2018/1/26,1011,8,家用-清洁用品,58.55
321514074,100517,2018/1/26,429,3,零食-膨化食品,24.45
321514075,101005,2018/1/26,1391,9,生鲜-蔬菜,78.55
321514076,100604,2018/1/26,826,5,零食-饮料,46.3
321514077,100817,2018/1/26,933,12,零食-方便食品,58.65
321514078,100398,2018/1/26,732,9,家用-个人护理,45.6
321514079,100760,2018/1/26,1427,9,零食-方便食品,80.35
321514080,100786,2018/1/26,836,6,零食-方便食品,47.8
321514081,100753,2018/1/26,1758,8,生鲜-禽肉,95.9
321514082,100912,2018/1/26,865,14,生鲜-水产,57.25
321514083,100867,2018/1/26,978,14,零食-膨化食品,62.9
321514084,100936,2018/1/26,1425,13,家用-清洁用品,84.25
321514085,100885,2018/1/26,924,8,生鲜-蔬菜,54.2
321514086,100733,2018/1/26,825,9,生鲜-水产,50.25
321514087,100687,2018/1/26,1346,8,零食-饮料,75.3
321514088,100722,2018/1/26,1038,16,零食-饮料,67.9
321514089,100621,2018/1/26,1056,14,零食-膨化食品,66.8
321514090,100774,2018/1/26,889,13,家用-日化用品,57.45
321514091,100563,2018/1/26,1660,10,零食-膨化食品,93
321514092,100382,2018/1/26,1055,4,零食-饮料,56.75
321514093,100439,2018/1/26,829,14,零食-膨化食品,55.45
321514094,100961,2018/1/26,954,8,家用-日化用品,55.7
321514095,100406,2018/1/26,874,10,零食-方便食品,53.7
321514096,100930,2018/1/26,900,7,零食-坚果,52
321514097,100576,2018/1/26,205,15,生鲜-禽肉,25.25
321514098,100743,2018/1/26,809,7,零食-膨化食品,47.45
321514099,100886,2018/1/26,1186,13,零食-方便食品,72.3
321514100,100818,2018/1/26,744,13,生鲜-水产,50.2
321514101,100652,2018/1/26,891,6,零食-饮料,50.55
321514102,100803,2018/1/26,1510,7,零食-坚果,82.5
321514103,100714,2018/1/26,1739,7,零食-坚果,93.95
321514104,100451,2018/1/26,1216,12,零食-膨化食品,72.8
321514105,100684,2018/1/27,1126,10,零食-饮料,66.3
321514106,100373,2018/1/27,826,9,家用-清洁用品,50.3
321514107,100953,2018/1/27,858,11,零食-饮料,53.9
321514108,100882,2018/1/27,1346,17,家用-清洁用品,84.3
321514109,100711,2018/1/27,1035,3,生鲜-水果,54.75
321514110,100686,2018/1/27,1205,6,生鲜-蔬菜,66.25
321514111,100797,2018/1/27,574,7,零食-方便食品,35.7
321514112,100959,2018/1/27,904,18,零食-膨化食品,63.2
321514113,100703,2018/1/27,1061,22,零食-坚果,75.05
321514114,100950,2018/1/27,1265,15,家用-日化用品,78.25
321514115,100603,2018/1/27,885,3,零食-方便食品,47.25
321514116,100529,2018/1/27,644,7,家用-日化用品,39.2
321514117,100642,2018/1/27,1131,1,生鲜-水产,57.55
321514118,100404,2018/1/27,969,7,家用-日化用品,55.45
321514119,100776,2018/1/27,825,9,零食-饮料,50.25
321514120,100908,2018/1/27,1098,10,生鲜-水果,64.9
321514121,100908,2018/1/27,1275,4,零食-坚果,67.75
321514122,100687,2018/1/27,1277,16,生鲜-禽肉,79.85
321514123,100542,2018/1/27,339,15,家用-个人护理,31.95
321514124,100743,2018/1/27,940,10,零食-膨化食品,57
321514125,100875,2018/1/27,846,14,零食-坚果,56.3
321514126,100911,2018/1/27,1243,6,家用-清洁用品,68.15
321514127,100625,2018/1/27,595,12,生鲜-蔬菜,41.75
321514128,100499,2018/1/27,997,17,家用-个人护理,66.85
321514129,100366,2018/1/27,630,10,生鲜-禽肉,41.5
321514130,100530,2018/1/27,607,9,零食-膨化食品,39.35
321514131,100629,2018/1/27,1237,13,零食-方便食品,74.85
321514132,100391,2018/1/27,1451,1,生鲜-禽肉,73.55
321514133,100788,2018/1/27,436,14,生鲜-水产,35.8
321514134,100562,2018/1/27,1325,7,家用-个人护理,73.25
321514135,100416,2018/1/27,1045,6,家用-清洁用品,58.25
321514136,100921,2018/1/27,920,16,生鲜-禽肉,62
321514137,100836,2018/1/27,989,2,生鲜-禽肉,51.45
321514138,100373,2018/1/27,787,15,零食-坚果,54.35
321514139,100645,2018/1/27,1226,4,家用-个人护理,65.3
321514140,100773,2018/1/27,1601,9,零食-膨化食品,89.05
321514141,100376,2018/1/27,1185,4,零食-膨化食品,63.25
321514142,100757,2018/1/27,1405,7,零食-饮料,77.25
321514143,100690,2018/1/27,1027,8,零食-坚果,59.35
321514144,100483,2018/1/27,1152,6,零食-方便食品,63.6
321514145,100756,2018/1/27,1106,6,生鲜-禽肉,61.3
321514146,100502,2018/1/27,1478,10,家用-清洁用品,83.9
321514147,100715,2018/1/27,1204,8,家用-清洁用品,68.2
321514148,100375,2018/1/27,1116,10,零食-坚果,65.8
321514149,100599,2018/1/27,1371,9,零食-方便食品,77.55
321514150,100525,2018/1/27,1017,2,零食-饮料,52.85
321514151,100491,2018/1/27,634,7,零食-方便食品,38.7
321514152,100572,2018/1/27,714,13,零食-膨化食品,48.7
321514153,100868,2018/1/27,1188,11,家用-个人护理,70.4
321514154,100790,2018/1/27,1278,2,家用-日化用品,65.9
321514155,100695,2018/1/27,769,7,家用-日化用品,45.45
321514156,100619,2018/1/27,1087,20,家用-个人护理,74.35
321514157,100778,2018/1/27,979,13,生鲜-水产,61.95
321514158,100737,2018/1/27,1299,2,生鲜-蔬菜,66.95
321514159,100869,2018/1/27,798,12,家用-个人护理,51.9
321514160,100981,2018/1/27,1237,8,家用-日化用品,69.85
321514161,100802,2018/1/27,682,6,生鲜-水产,40.1
321514162,100922,2018/1/27,970,11,生鲜-禽肉,59.5
321514163,100786,2018/1/27,802,6,家用-日化用品,46.1
321514164,100906,2018/1/27,1441,4,生鲜-水果,76.05
321514165,100935,2018/1/27,736,3,生鲜-水产,39.8
321514166,100364,2018/1/27,970,10,生鲜-禽肉,58.5
321514167,100810,2018/1/27,1491,17,生鲜-蔬菜,91.55
321514168,100725,2018/1/27,790,14,生鲜-禽肉,53.5
321514169,100688,2018/1/27,1029,13,家用-清洁用品,64.45
321514170,100716,2018/1/27,1173,3,零食-方便食品,61.65
321514171,100405,2018/1/27,714,9,家用-个人护理,44.7
321514172,101007,2018/1/27,951,15,零食-坚果,62.55
321514173,100357,2018/1/27,1245,13,家用-清洁用品,75.25
321514174,100960,2018/1/27,648,8,零食-饮料,40.4
321514175,100744,2018/1/27,1061,3,生鲜-水果,56.05
321514176,100952,2018/1/27,911,12,零食-方便食品,57.55
321514177,100511,2018/1/27,1035,13,生鲜-禽肉,64.75
321514178,100841,2018/1/27,620,16,零食-膨化食品,47
321514179,101000,2018/1/27,1721,6,生鲜-水果,92.05
321514180,100471,2018/1/27,1177,13,生鲜-水果,71.85
321514181,100862,2018/1/27,748,1,零食-坚果,38.4
321514182,100667,2018/1/27,824,6,家用-清洁用品,47.2
321514183,100672,2018/1/28,1039,12,生鲜-蔬菜,63.95
321514184,100444,2018/1/28,644,12,零食-坚果,44.2
321514185,100639,2018/1/28,948,1,零食-方便食品,48.4
321514186,100724,2018/1/28,769,11,家用-个人护理,49.45
321514187,100455,2018/1/28,793,20,家用-个人护理,59.65
321514188,100491,2018/1/28,1181,12,家用-清洁用品,71.05
321514189,100902,2018/1/28,787,10,零食-方便食品,49.35
321514190,100669,2018/1/28,956,15,零食-坚果,62.8
321514191,100902,2018/1/28,938,15,家用-个人护理,61.9
321514192,100657,2018/1/28,662,9,生鲜-水产,42.1
321514193,100734,2018/1/28,722,1,生鲜-水产,37.1
321514194,100387,2018/1/28,542,6,生鲜-水果,33.1
321514195,100688,2018/1/28,1164,14,生鲜-水产,72.2
321514196,100673,2018/1/28,907,4,生鲜-水产,49.35
321514197,100463,2018/1/28,844,13,家用-日化用品,55.2
321514198,100657,2018/1/28,749,18,零食-方便食品,55.45
321514199,100858,2018/1/28,864,1,零食-膨化食品,44.2
321514200,100685,2018/1/28,1115,3,家用-清洁用品,58.75
321514201,100595,2018/1/28,990,10,家用-个人护理,59.5
321514202,100371,2018/1/28,787,3,生鲜-蔬菜,42.35
321514203,100540,2018/1/28,1038,12,家用-日化用品,63.9
321514204,100555,2018/1/28,1467,1,零食-坚果,74.35
321514205,100582,2018/1/28,985,10,家用-清洁用品,59.25
321514206,100527,2018/1/28,772,8,生鲜-蔬菜,46.6
321514207,100485,2018/1/28,814,15,生鲜-水产,55.7
321514208,100817,2018/1/28,1409,9,生鲜-水果,79.45
321514209,100450,2018/1/28,930,1,零食-坚果,47.5
321514210,100522,2018/1/28,959,2,生鲜-水产,49.95
321514211,100494,2018/1/28,1281,11,生鲜-蔬菜,75.05
321514212,100585,2018/1/28,560,3,家用-日化用品,31
321514213,100462,2018/1/28,1452,2,生鲜-禽肉,74.6
321514214,100641,2018/1/28,767,9,生鲜-禽肉,47.35
321514215,100563,2018/1/28,1485,7,家用-个人护理,81.25
321514216,100507,2018/1/28,1489,7,家用-清洁用品,81.45
321514217,100713,2018/1/28,775,15,生鲜-水果,53.75
321514218,100616,2018/1/28,1430,20,生鲜-水果,91.5
321514219,100621,2018/1/28,813,12,零食-饮料,52.65
321514220,100476,2018/1/28,691,8,零食-膨化食品,42.55
321514221,100473,2018/1/28,568,5,家用-个人护理,33.4
321514222,100482,2018/1/28,1268,18,零食-膨化食品,81.4
321514223,100412,2018/1/28,1100,12,零食-膨化食品,67
321514224,100540,2018/1/28,849,6,零食-方便食品,48.45
321514225,100903,2018/1/28,942,19,零食-膨化食品,66.1
321514226,100576,2018/1/28,1285,12,家用-日化用品,76.25
321514227,100697,2018/1/28,938,9,家用-日化用品,55.9
321514228,100912,2018/1/28,1272,6,生鲜-蔬菜,69.6
321514229,100928,2018/1/28,572,6,家用-个人护理,34.6
321514230,100434,2018/1/28,1375,13,家用-日化用品,81.75
321514231,100942,2018/1/28,952,16,生鲜-蔬菜,63.6
321514232,100660,2018/1/28,849,14,生鲜-水产,56.45
321514233,100880,2018/1/28,802,5,零食-饮料,45.1
321514234,100645,2018/1/28,1328,9,零食-方便食品,75.4
321514235,100800,2018/1/28,1443,2,生鲜-水产,74.15
321514236,100762,2018/1/28,1147,8,零食-方便食品,65.35
321514237,100936,2018/1/28,1696,7,家用-日化用品,91.8
321514238,100721,2018/1/28,583,15,家用-清洁用品,44.15
321514239,100552,2018/1/28,941,13,零食-坚果,60.05
321514240,100645,2018/1/28,1087,7,家用-个人护理,61.35
321514241,100719,2018/1/28,1285,9,生鲜-水果,73.25
321514242,100372,2018/1/28,1573,5,家用-清洁用品,83.65
321514243,100405,2018/1/28,1219,14,生鲜-蔬菜,74.95
321514244,100795,2018/1/28,1020,15,零食-饮料,66
321514245,100855,2018/1/28,1239,10,家用-日化用品,71.95
321514246,100464,2018/1/28,931,2,生鲜-水果,48.55
321514247,100942,2018/1/28,1160,14,零食-方便食品,72
321514248,100494,2018/1/28,812,10,家用-清洁用品,50.6
321514249,100757,2018/1/28,1100,5,零食-饮料,60
321514250,100828,2018/1/28,1047,6,家用-日化用品,58.35
321514251,100617,2018/1/29,935,3,零食-饮料,49.75
321514252,100544,2018/1/29,1345,13,零食-坚果,80.25
321514253,100887,2018/1/29,965,11,生鲜-水产,59.25
321514254,100715,2018/1/29,997,1,生鲜-水果,50.85
321514255,100680,2018/1/29,1086,15,生鲜-蔬菜,69.3
321514256,100373,2018/1/29,593,14,家用-日化用品,43.65
321514257,100396,2018/1/29,693,9,生鲜-蔬菜,43.65
321514258,100531,2018/1/29,834,7,零食-饮料,48.7
321514259,100688,2018/1/29,853,7,生鲜-水产,49.65
321514260,100425,2018/1/29,1553,11,生鲜-禽肉,88.65
321514261,100533,2018/1/29,1232,12,零食-坚果,73.6
321514262,100640,2018/1/29,692,13,家用-日化用品,47.6
321514263,100538,2018/1/29,1014,2,生鲜-蔬菜,52.7
321514264,100731,2018/1/29,1409,7,零食-膨化食品,77.45
321514265,100961,2018/1/29,890,6,家用-个人护理,50.5
321514266,100625,2018/1/29,949,4,家用-日化用品,51.45
321514267,100399,2018/1/29,1058,7,零食-饮料,59.9
321514268,100723,2018/1/29,993,1,家用-清洁用品,50.65
321514269,100699,2018/1/29,1181,15,零食-膨化食品,74.05
321514270,100996,2018/1/29,1235,8,零食-坚果,69.75
321514271,100650,2018/1/29,938,9,生鲜-水果,55.9
321514272,100566,2018/1/29,1028,23,家用-日化用品,74.4
321514273,100749,2018/1/29,1042,14,零食-膨化食品,66.1
321514274,100715,2018/1/29,1070,21,家用-清洁用品,74.5
321514275,100922,2018/1/29,373,12,零食-坚果,30.65
321514276,100899,2018/1/29,807,10,生鲜-水产,50.35
321514277,100560,2018/1/29,1156,10,家用-清洁用品,67.8
321514278,100801,2018/1/29,1006,3,零食-饮料,53.3
321514279,100751,2018/1/29,289,18,零食-坚果,32.45
321514280,100747,2018/1/29,1087,13,零食-膨化食品,67.35
321514281,100561,2018/1/29,891,8,生鲜-水产,52.55
321514282,100714,2018/1/29,894,12,家用-日化用品,56.7
321514283,100440,2018/1/29,1143,5,生鲜-水产,62.15
321514284,100449,2018/1/29,1111,16,家用-清洁用品,71.55
321514285,100534,2018/1/29,1345,4,零食-方便食品,71.25
321514286,100725,2018/1/29,1436,7,家用-清洁用品,78.8
321514287,100387,2018/1/29,903,4,零食-膨化食品,49.15
321514288,100741,2018/1/29,1144,13,生鲜-蔬菜,70.2
321514289,100948,2018/1/29,1450,12,生鲜-水果,84.5
321514290,100643,2018/1/29,874,11,零食-饮料,54.7
321514291,100509,2018/1/29,1416,1,零食-坚果,71.8
321514292,100813,2018/1/29,1207,8,生鲜-蔬菜,68.35
321514293,100848,2018/1/29,860,7,生鲜-水产,50
321514294,100551,2018/1/29,929,17,生鲜-禽肉,63.45
321514295,100976,2018/1/29,1219,11,家用-清洁用品,71.95
321514296,100679,2018/1/29,731,9,家用-个人护理,45.55
321514297,100800,2018/1/29,721,4,生鲜-禽肉,40.05
321514298,100479,2018/1/29,1302,10,生鲜-水果,75.1
321514299,100673,2018/1/29,1183,18,零食-饮料,77.15
321514300,100933,2018/1/29,1215,7,生鲜-蔬菜,67.75
321514301,100594,2018/1/29,1134,8,生鲜-蔬菜,64.7
321514302,100723,2018/1/29,1226,16,零食-方便食品,77.3
321514303,100636,2018/1/29,1037,9,零食-饮料,60.85
321514304,100752,2018/1/29,546,11,家用-清洁用品,38.3
321514305,100973,2018/1/29,1390,5,生鲜-禽肉,74.5
321514306,100603,2018/1/29,837,2,家用-日化用品,43.85
321514307,100948,2018/1/29,718,10,零食-膨化食品,45.9
321514308,100842,2018/1/29,414,10,零食-膨化食品,30.7
321514309,100508,2018/1/29,1035,14,生鲜-水产,65.75
321514310,100759,2018/1/29,584,2,零食-饮料,31.2
321514311,100773,2018/1/29,1244,10,生鲜-蔬菜,72.2
321514312,100494,2018/1/29,1345,6,零食-饮料,73.25
321514313,100362,2018/1/29,1178,23,零食-饮料,81.9
321514314,100652,2018/1/29,1059,7,零食-膨化食品,59.95
321514315,100361,2018/1/29,1442,3,生鲜-水产,75.1
321514316,100523,2018/1/29,1220,12,生鲜-蔬菜,73
321514317,100695,2018/1/29,1043,7,零食-方便食品,59.15
321514318,100812,2018/1/29,461,8,家用-清洁用品,31.05
321514319,100553,2018/1/29,1179,15,生鲜-水果,73.95
321514320,100792,2018/1/29,1048,10,家用-日化用品,62.4
321514321,100718,2018/1/29,816,14,生鲜-蔬菜,54.8
321514322,100350,2018/1/29,1000,7,零食-坚果,57
321514323,100488,2018/1/29,516,3,家用-个人护理,28.8
321514324,100447,2018/1/29,1030,5,生鲜-禽肉,56.5
321514325,100698,2018/1/29,1326,12,家用-清洁用品,78.3
321514326,100582,2018/1/29,882,16,家用-清洁用品,60.1
321514327,100420,2018/1/29,586,12,生鲜-水果,41.3
321514328,100489,2018/1/29,407,3,零食-膨化食品,23.35
321514329,100943,2018/1/29,1118,1,生鲜-禽肉,56.9
321514330,100784,2018/1/29,590,3,家用-个人护理,32.5
321514331,100831,2018/1/29,1193,14,生鲜-水果,73.65
321514332,100705,2018/1/29,761,7,生鲜-禽肉,45.05
321514333,100685,2018/1/29,547,14,零食-方便食品,41.35
321514334,100886,2018/1/29,1158,11,零食-饮料,68.9
321514335,100935,2018/1/30,839,2,生鲜-蔬菜,43.95
321514336,100519,2018/1/30,838,1,零食-饮料,42.9
321514337,100543,2018/1/30,924,8,家用-清洁用品,54.2
321514338,100704,2018/1/30,1050,11,生鲜-水产,63.5
321514339,100738,2018/1/30,907,10,零食-饮料,55.35
321514340,100482,2018/1/30,1198,6,零食-饮料,65.9
321514341,100621,2018/1/30,801,1,零食-饮料,41.05
321514342,100702,2018/1/30,1234,4,零食-坚果,65.7
321514343,100894,2018/1/30,867,9,生鲜-蔬菜,52.35
321514344,100971,2018/1/30,488,13,生鲜-水产,37.4
321514345,100622,2018/1/30,965,7,家用-个人护理,55.25
321514346,100613,2018/1/30,850,9,零食-方便食品,51.5
321514347,100529,2018/1/30,960,12,零食-方便食品,60
321514348,100779,2018/1/30,681,2,家用-日化用品,36.05
321514349,100506,2018/1/30,782,9,零食-方便食品,48.1
321514350,100954,2018/1/30,810,7,零食-膨化食品,47.5
321514351,100740,2018/1/30,753,10,生鲜-水果,47.65
321514352,100941,2018/1/30,746,7,零食-坚果,44.3
321514353,100930,2018/1/30,682,13,零食-方便食品,47.1
321514354,100402,2018/1/30,1086,8,家用-清洁用品,62.3
321514355,100705,2018/1/30,1782,16,零食-方便食品,105.1
321514356,100623,2018/1/30,819,10,生鲜-禽肉,50.95
321514357,100365,2018/1/30,1130,1,零食-坚果,57.5
321514358,100499,2018/1/30,1471,20,零食-坚果,93.55
321514359,100463,2018/1/30,729,6,家用-清洁用品,42.45
321514360,100897,2018/1/30,1309,8,生鲜-蔬菜,73.45
321514361,100973,2018/1/30,1361,12,生鲜-水产,80.05
321514362,100527,2018/1/30,1024,2,家用-个人护理,53.2
321514363,101005,2018/1/30,1219,13,家用-个人护理,73.95
321514364,100756,2018/1/30,873,12,零食-饮料,55.65
321514365,100525,2018/1/30,912,11,零食-膨化食品,56.6
321514366,100753,2018/1/30,748,11,零食-膨化食品,48.4
321514367,100410,2018/1/30,1418,4,生鲜-禽肉,74.9
321514368,100418,2018/1/30,999,2,零食-饮料,51.95
321514369,100987,2018/1/30,1017,3,生鲜-禽肉,53.85
321514370,100714,2018/1/30,808,4,生鲜-水果,44.4
321514371,100505,2018/1/30,854,9,家用-日化用品,51.7
321514372,100537,2018/1/30,1363,16,生鲜-禽肉,84.15
321514373,100631,2018/1/30,736,10,零食-坚果,46.8
321514374,100449,2018/1/30,1038,15,生鲜-蔬菜,66.9
321514375,100790,2018/1/30,1092,13,生鲜-水果,67.6
321514376,100600,2018/1/30,1351,5,家用-清洁用品,72.55
321514377,100912,2018/1/30,676,14,生鲜-蔬菜,47.8
321514378,100901,2018/1/30,1179,20,生鲜-蔬菜,78.95
321514379,100379,2018/1/30,392,7,零食-膨化食品,26.6
321514380,100966,2018/1/30,1726,14,家用-日化用品,100.3
321514381,100582,2018/1/30,968,7,零食-方便食品,55.4
321514382,100790,2018/1/30,948,9,生鲜-水产,56.4
321514383,100487,2018/1/30,1159,5,生鲜-水产,62.95
321514384,100688,2018/1/30,1224,11,家用-个人护理,72.2
321514385,100964,2018/1/30,927,8,生鲜-禽肉,54.35
321514386,100785,2018/1/30,181,14,生鲜-禽肉,23.05
321514387,100353,2018/1/30,762,18,零食-坚果,56.1
321514388,100555,2018/1/30,1364,11,生鲜-蔬菜,79.2
321514389,100831,2018/1/30,1355,12,零食-方便食品,79.75
